county,sex,age,education,marital_status,household_size,roof_type,floor_type,wall_type,cooking_fuel,water_source,toilet_type,owns_computer,owns_motorcycle,owns_car,income_farming,income_employed,income_casual,income_selfemployed,reported_income,expenditure,quintile,livelihood,compliant_premium
47,1,28,5,4,4,5.0,8.0,10.0,3.0,14.0,5.0,0,0,0,0,0,0,1,2800.0,10183.333333333332,3.0,4,280.04166666666663
29,1,23,6,1,2,5.0,8.0,11.0,3.0,14.0,1.0,1,1,0,0,0,1,0,1000.0,10340.0,5.0,5,284.35
30,1,18,6,1,4,5.0,2.0,16.0,5.0,4.0,6.0,0,0,0,0,0,0,0,700.0,14920.0,2.0,5,410.3
25,1,27,1,4,7,12.0,1.0,2.0,5.0,9.0,8.0,0,0,0,0,0,1,0,6000.0,10700.0,1.0,3,294.25
11,2,20,4,1,8,5.0,8.0,16.0,7.0,11.0,5.0,0,1,0,1,0,0,1,6000.0,19100.0,3.0,5,525.25
15,1,35,3,4,5,5.0,8.0,13.0,5.0,4.0,5.0,0,1,0,0,0,0,1,15000.0,3933.3333333333335,3.0,4,108.16666666666667
26,2,70,3,3,6,5.0,8.0,13.0,5.0,9.0,5.0,0,0,0,1,0,0,0,5000.0,10666.666666666666,3.0,1,293.3333333333333
17,1,32,2,4,8,5.0,8.0,13.0,5.0,4.0,5.0,0,0,0,1,0,0,0,6000.0,36000.0,3.0,1,990.0
19,1,39,3,1,1,5.0,1.0,10.0,5.0,4.0,6.0,0,0,0,0,1,0,0,7000.0,2106.666666666667,1.0,2,57.933333333333344
37,1,28,3,4,5,5.0,1.0,4.0,7.0,4.0,5.0,0,1,0,1,0,0,0,7000.0,2900.0,2.0,1,79.75
21,1,26,5,4,5,5.0,8.0,12.0,5.0,4.0,4.0,0,0,0,0,0,0,1,3000.0,10600.0,3.0,5,291.5
6,1,17,4,1,9,5.0,1.0,4.0,5.0,14.0,5.0,0,0,0,0,0,0,0,,16766.666666666668,2.0,5,461.08333333333337
24,1,17,4,1,4,5.0,8.0,4.0,7.0,8.0,5.0,0,0,0,0,0,0,0,300.0,9833.333333333332,2.0,5,270.41666666666663
2,2,49,2,1,1,5.0,7.0,11.0,7.0,14.0,5.0,0,0,0,0,0,0,1,6000.0,16000.0,5.0,4,440.0
3,2,23,7,4,3,5.0,8.0,11.0,7.0,11.0,5.0,0,0,0,0,0,0,0,15000.0,11650.0,4.0,5,320.375
2,2,30,3,4,4,5.0,8.0,11.0,3.0,7.0,2.0,0,0,0,0,0,1,0,20000.0,23466.666666666668,5.0,5,645.3333333333334
21,1,65,5,2,1,5.0,1.0,16.0,5.0,13.0,6.0,0,0,0,1,0,0,0,6000.0,22100.0,2.0,1,607.75
4,1,20,2,1,11,2.0,1.0,4.0,5.0,4.0,8.0,0,0,0,0,0,0,0,,14486.666666666668,1.0,5,398.3833333333334
40,1,26,2,4,1,5.0,8.0,11.0,5.0,7.0,4.0,0,0,0,0,1,1,0,4500.0,1500.0,3.0,2,41.25
7,1,30,9,2,1,9.0,8.0,11.0,3.0,14.0,1.0,1,0,1,0,0,1,1,10000.0,20750.0,5.0,4,570.625
43,2,27,9,1,1,5.0,8.0,11.0,4.0,10.0,9.0,0,0,0,0,1,0,0,,9000.0,5.0,2,247.5
31,2,25,5,1,6,5.0,5.0,12.0,3.0,10.0,2.0,0,0,1,0,0,0,0,13000.0,13200.0,5.0,5,363.0
16,1,46,2,4,1,5.0,8.0,11.0,5.0,8.0,5.0,0,0,0,1,0,0,0,15000.0,10716.666666666668,3.0,1,294.70833333333337
9,2,38,9,2,2,5.0,8.0,11.0,7.0,9.0,5.0,1,0,0,0,1,0,0,76000.0,19133.333333333336,3.0,2,526.1666666666667
47,1,23,4,4,2,5.0,8.0,10.0,3.0,14.0,2.0,0,0,0,0,0,0,0,4000.0,9633.333333333332,4.0,5,264.91666666666663
3,1,39,1,4,11,5.0,1.0,4.0,5.0,1.0,5.0,0,0,0,0,0,1,0,3000.0,14200.0,1.0,3,390.5
17,2,33,4,4,5,5.0,7.0,11.0,3.0,10.0,4.0,1,1,0,0,1,0,1,25000.0,21533.333333333336,5.0,2,592.1666666666667
41,1,17,2,1,1,5.0,8.0,4.0,5.0,7.0,6.0,0,0,0,1,1,1,0,8000.0,5400.0,2.0,2,148.5
28,2,38,7,1,1,5.0,8.0,13.0,7.0,11.0,5.0,0,0,0,0,1,0,0,,10050.0,3.0,2,276.375
3,1,58,1,2,2,5.0,8.0,11.0,7.0,7.0,4.0,0,0,0,0,0,0,1,5000.0,11033.333333333332,4.0,4,303.41666666666663
22,1,25,5,1,1,5.0,8.0,12.0,2.0,11.0,5.0,0,0,0,0,1,0,0,10000.0,5520.0,4.0,2,151.8
14,2,75,2,3,1,5.0,1.0,16.0,5.0,11.0,5.0,0,0,0,0,0,0,0,3000.0,5510.0,2.0,5,151.525
33,2,60,1,3,2,2.0,1.0,4.0,5.0,4.0,5.0,0,0,0,1,0,0,0,,300.0,1.0,5,8.25
25,2,21,1,4,2,2.0,1.0,2.0,5.0,4.0,8.0,0,0,0,0,0,0,0,100.0,1200.0,1.0,5,33.0
6,2,48,3,1,3,5.0,1.0,13.0,5.0,11.0,5.0,0,0,0,0,0,0,1,9000.0,24233.333333333332,3.0,4,666.4166666666666
47,1,22,4,4,2,12.0,8.0,10.0,2.0,14.0,5.0,0,0,0,0,0,0,1,4000.0,3100.0,3.0,4,85.25
29,1,38,3,4,4,5.0,1.0,4.0,5.0,4.0,5.0,0,0,0,0,1,0,0,14000.0,8600.0,2.0,2,236.5
37,1,59,3,4,8,5.0,2.0,4.0,5.0,4.0,5.0,0,0,0,0,0,0,1,12000.0,3566.6666666666665,2.0,4,98.08333333333333
2,1,53,1,4,9,5.0,1.0,4.0,5.0,9.0,4.0,0,0,0,0,0,0,0,6000.0,8366.666666666666,1.0,5,230.08333333333331
32,1,66,1,3,1,5.0,8.0,11.0,5.0,13.0,5.0,0,0,0,1,0,0,0,4000.0,1070.0,3.0,1,29.425
44,2,69,1,3,2,5.0,1.0,5.0,5.0,4.0,5.0,0,0,0,0,0,1,0,,2900.0,1.0,3,79.75
42,1,52,5,4,4,5.0,8.0,11.0,5.0,4.0,5.0,0,0,0,0,0,0,0,15000.0,4033.3333333333335,3.0,5,110.91666666666667
37,1,57,5,4,1,8.0,8.0,13.0,3.0,11.0,5.0,0,0,0,1,1,0,0,120000.0,10900.0,5.0,2,299.75
12,1,40,3,2,1,5.0,8.0,16.0,5.0,11.0,5.0,0,0,0,1,0,1,0,10000.0,2050.0,3.0,3,56.375
47,1,40,2,4,2,5.0,8.0,12.0,3.0,11.0,1.0,0,0,0,0,0,0,1,12000.0,7800.0,5.0,4,214.5
13,1,70,1,4,2,5.0,1.0,4.0,5.0,4.0,5.0,0,0,0,1,0,0,0,500.0,1220.0,2.0,1,33.55
3,1,41,3,4,5,5.0,8.0,11.0,3.0,11.0,5.0,0,0,0,0,1,0,0,10000.0,31016.666666666668,4.0,2,852.9583333333334
21,1,49,3,4,8,5.0,1.0,13.0,5.0,4.0,6.0,0,0,0,0,0,1,0,4500.0,4800.0,2.0,3,132.0
36,1,25,2,4,7,5.0,2.0,4.0,5.0,5.0,6.0,0,0,0,1,0,0,0,2000.0,3000.0,1.0,5,82.5
20,2,55,2,2,1,5.0,1.0,6.0,5.0,11.0,5.0,0,0,0,1,0,1,0,3000.0,920.0,2.0,3,25.3
32,2,63,2,3,3,5.0,1.0,16.0,5.0,7.0,5.0,0,0,0,1,0,0,0,3000.0,12400.0,2.0,1,341.0
13,1,64,2,4,4,5.0,8.0,16.0,5.0,7.0,5.0,0,0,0,0,0,1,0,600.0,1600.0,2.0,3,44.0
45,1,28,3,4,4,5.0,2.0,4.0,7.0,4.0,5.0,0,0,0,0,0,1,0,5000.0,6500.0,2.0,3,178.75
10,1,69,1,4,4,2.0,1.0,2.0,5.0,9.0,8.0,0,0,0,1,0,0,0,,500.0,1.0,1,13.75
35,2,29,3,1,2,5.0,8.0,10.0,7.0,11.0,4.0,0,0,0,0,0,0,1,6000.0,5050.0,3.0,4,138.875
12,1,37,1,2,6,5.0,1.0,16.0,5.0,11.0,5.0,0,0,0,0,0,1,0,200.0,11050.0,2.0,3,303.875
32,2,84,1,3,1,5.0,8.0,10.0,5.0,7.0,5.0,0,0,0,0,0,0,0,2000.0,800.0,2.0,5,22.0
33,1,58,5,4,1,5.0,8.0,11.0,7.0,11.0,2.0,0,0,0,1,1,0,0,10000.0,20350.0,4.0,1,559.625
15,1,72,7,4,6,5.0,8.0,13.0,5.0,4.0,6.0,0,0,0,0,0,0,0,2000.0,5250.0,3.0,5,144.375
18,1,44,5,4,4,5.0,1.0,16.0,5.0,9.0,6.0,0,0,0,1,0,0,0,20000.0,14033.333333333334,2.0,1,385.9166666666667
35,1,22,6,1,7,5.0,1.0,16.0,5.0,8.0,6.0,0,0,0,0,0,0,0,1000.0,15758.333333333336,2.0,5,433.35416666666674
47,1,23,5,4,2,5.0,8.0,10.0,3.0,11.0,1.0,0,0,0,0,0,1,0,11000.0,10933.333333333334,4.0,3,300.6666666666667
38,1,45,5,4,2,5.0,2.0,4.0,7.0,13.0,6.0,1,0,0,1,0,0,0,200.0,21666.666666666668,3.0,1,595.8333333333334
38,2,16,4,1,7,5.0,8.0,4.0,5.0,4.0,5.0,0,0,0,0,0,0,0,150.0,10966.666666666668,2.0,5,301.58333333333337
32,1,28,7,4,4,5.0,7.0,12.0,3.0,11.0,5.0,0,0,0,0,1,0,0,9000.0,14816.666666666666,4.0,2,407.4583333333333
6,2,64,5,3,1,5.0,8.0,13.0,3.0,11.0,5.0,0,0,0,0,0,0,0,13000.0,1400.0,4.0,5,38.5
33,1,28,5,4,6,5.0,7.0,12.0,7.0,10.0,2.0,0,0,0,0,0,0,1,3500.0,21816.666666666668,5.0,4,599.9583333333334
17,2,47,4,3,3,5.0,8.0,13.0,5.0,10.0,6.0,0,0,0,1,0,1,0,10000.0,8166.666666666667,4.0,3,224.58333333333334
39,1,39,4,4,7,5.0,2.0,4.0,5.0,9.0,5.0,0,0,0,0,0,0,1,3000.0,5130.0,2.0,4,141.075
27,1,21,5,1,7,5.0,7.0,11.0,5.0,9.0,5.0,1,1,1,0,1,0,0,14000.0,9050.0,5.0,2,248.875
25,2,28,3,2,5,12.0,1.0,2.0,5.0,11.0,8.0,0,0,0,0,0,0,1,5000.0,7416.666666666667,1.0,4,203.95833333333334
36,1,63,2,4,4,5.0,2.0,4.0,5.0,4.0,6.0,0,0,0,0,0,0,0,500.0,2740.0,1.0,5,75.35
35,1,46,5,1,4,5.0,8.0,10.0,5.0,9.0,5.0,0,0,0,1,0,0,0,20000.0,21600.0,3.0,1,594.0
8,1,80,1,3,15,5.0,1.0,10.0,5.0,9.0,5.0,0,0,0,0,0,0,0,10000.0,7800.0,1.0,5,214.5
17,1,21,4,1,6,5.0,1.0,13.0,5.0,7.0,6.0,0,0,0,0,0,0,0,,6176.666666666666,2.0,5,169.85833333333332
18,1,38,5,4,7,5.0,7.0,12.0,3.0,13.0,4.0,0,0,0,1,0,0,0,5000.0,20933.333333333336,4.0,5,575.6666666666667
36,2,70,2,3,3,5.0,7.0,11.0,5.0,5.0,5.0,0,0,0,0,0,0,0,10000.0,3100.0,3.0,5,85.25
3,2,70,1,3,2,5.0,1.0,4.0,5.0,1.0,6.0,0,0,0,0,0,0,0,2000.0,500.0,1.0,5,13.75
31,2,22,6,1,2,5.0,8.0,11.0,5.0,9.0,5.0,0,0,0,0,0,0,0,,250.0,3.0,5,6.875
20,1,36,3,2,1,5.0,8.0,12.0,7.0,11.0,5.0,0,0,0,0,0,0,1,7000.0,6700.0,4.0,4,184.25
30,2,72,2,3,4,5.0,8.0,10.0,5.0,9.0,5.0,0,0,0,1,0,0,0,2500.0,8066.666666666666,2.0,5,221.83333333333331
20,1,56,3,4,4,5.0,7.0,16.0,5.0,4.0,5.0,0,0,0,1,0,0,0,18000.0,13766.666666666666,3.0,1,378.5833333333333
25,2,26,1,4,9,12.0,1.0,2.0,5.0,2.0,8.0,0,0,0,1,0,0,0,5000.0,6200.0,1.0,1,170.5
29,1,28,3,4,4,5.0,2.0,4.0,7.0,9.0,5.0,0,0,0,0,0,0,1,800.0,2700.0,2.0,5,74.25
31,1,37,3,1,3,5.0,8.0,16.0,5.0,11.0,5.0,0,0,0,0,0,1,0,4800.0,14766.666666666666,3.0,3,406.0833333333333
38,1,50,3,2,1,5.0,1.0,4.0,5.0,4.0,5.0,0,0,0,1,0,1,0,12000.0,8166.666666666666,1.0,3,224.58333333333331
4,1,29,1,4,10,3.0,1.0,3.0,5.0,9.0,8.0,0,0,0,0,0,0,0,,15540.0,1.0,6,427.35
42,2,63,3,3,4,8.0,7.0,11.0,5.0,2.0,6.0,0,0,0,1,0,0,0,2500.0,8400.0,2.0,1,231.0
29,2,30,3,1,2,5.0,1.0,10.0,5.0,11.0,5.0,0,0,0,0,0,0,0,6000.0,19300.0,2.0,6,530.75
29,1,27,2,4,4,5.0,1.0,4.0,5.0,4.0,6.0,0,0,0,1,0,1,0,5000.0,3350.0,1.0,3,92.125
38,1,44,3,4,5,5.0,8.0,4.0,5.0,11.0,6.0,0,0,0,1,0,1,1,6000.0,4050.0,3.0,4,111.375
37,1,19,4,1,3,5.0,2.0,4.0,5.0,4.0,4.0,0,0,0,0,0,1,0,2000.0,3000.0,1.0,3,82.5
11,2,28,1,3,8,5.0,1.0,4.0,5.0,4.0,8.0,0,0,0,0,0,1,0,2000.0,2020.0,1.0,3,55.55
12,1,40,9,4,7,5.0,7.0,12.0,3.0,11.0,5.0,0,0,0,0,1,0,0,20000.0,42833.33333333333,4.0,2,1177.9166666666665
34,1,60,5,4,2,5.0,7.0,11.0,3.0,10.0,2.0,1,0,1,0,1,0,0,10000.0,40166.66666666667,5.0,2,1104.5833333333335
29,2,20,6,1,1,5.0,9.0,10.0,3.0,9.0,5.0,0,0,0,0,0,1,0,5000.0,16060.0,3.0,3,441.65
43,2,17,4,1,8,5.0,8.0,13.0,5.0,4.0,5.0,1,0,0,0,0,0,0,,1686.6666666666665,3.0,5,46.38333333333333
15,1,17,4,1,5,5.0,8.0,11.0,5.0,4.0,5.0,0,1,1,0,0,0,0,3000.0,18200.0,4.0,5,500.5
42,2,34,7,1,1,5.0,8.0,12.0,3.0,14.0,5.0,0,0,0,0,0,1,0,15000.0,24040.0,4.0,3,661.1
13,1,30,5,4,8,5.0,1.0,4.0,5.0,4.0,5.0,0,0,0,1,0,1,0,5000.0,6383.333333333334,1.0,1,175.54166666666669
47,1,35,5,4,2,8.0,8.0,10.0,2.0,14.0,1.0,0,0,0,0,1,0,0,12000.0,5600.0,4.0,2,154.0
4,2,17,2,1,5,5.0,8.0,11.0,5.0,4.0,5.0,0,1,0,0,0,0,0,400.0,14666.666666666666,3.0,5,403.3333333333333
20,1,60,9,4,2,5.0,8.0,16.0,5.0,11.0,2.0,1,0,1,1,1,0,0,50000.0,42733.33333333333,4.0,2,1175.1666666666665
41,2,65,1,3,1,5.0,2.0,4.0,5.0,4.0,5.0,0,0,0,0,0,1,0,1000.0,750.0,1.0,5,20.625
17,1,73,2,4,9,5.0,8.0,11.0,5.0,14.0,5.0,0,0,0,1,0,0,0,3000.0,4800.0,3.0,1,132.0
21,1,27,3,4,1,5.0,8.0,11.0,2.0,9.0,5.0,0,0,0,0,1,0,1,2500.0,8550.0,4.0,2,235.125
45,2,82,1,3,1,5.0,8.0,11.0,5.0,9.0,7.0,0,0,0,0,0,0,0,2000.0,6500.0,3.0,5,178.75
29,1,35,8,4,5,5.0,8.0,13.0,7.0,4.0,5.0,0,0,0,0,0,1,0,15000.0,14730.0,3.0,3,405.075
5,2,46,2,2,5,8.0,8.0,11.0,7.0,7.0,5.0,0,0,0,0,1,0,0,12000.0,30933.333333333336,5.0,2,850.6666666666667
47,1,40,6,1,3,5.0,9.0,10.0,3.0,9.0,5.0,0,0,0,0,0,1,0,10000.0,26000.0,4.0,3,715.0
15,2,43,2,2,2,5.0,1.0,13.0,5.0,4.0,5.0,0,1,0,0,1,1,0,4000.0,3280.0,3.0,3,90.2
41,2,72,2,3,1,5.0,8.0,4.0,5.0,9.0,5.0,0,0,0,0,0,0,0,1500.0,500.0,2.0,5,13.75
18,1,35,3,4,6,5.0,1.0,16.0,5.0,4.0,6.0,0,1,0,1,0,0,0,15000.0,16600.0,2.0,1,456.5
4,1,70,1,4,5,2.0,1.0,4.0,5.0,9.0,8.0,0,0,0,1,0,0,0,8000.0,8166.666666666666,1.0,1,224.58333333333331
35,2,24,6,1,7,5.0,8.0,16.0,5.0,4.0,6.0,0,0,0,0,0,0,0,3000.0,37166.66666666667,3.0,5,1022.0833333333335
24,1,23,3,1,4,5.0,2.0,4.0,5.0,6.0,5.0,0,0,0,1,0,1,0,5000.0,6683.333333333333,1.0,3,183.79166666666666
20,2,37,7,1,2,5.0,8.0,12.0,5.0,10.0,2.0,0,0,0,1,0,0,0,,6283.333333333333,4.0,1,172.79166666666666
21,2,43,2,4,4,5.0,8.0,10.0,5.0,9.0,5.0,0,0,0,0,0,0,0,1500.0,3666.666666666667,2.0,5,100.83333333333334
42,2,30,4,2,3,5.0,8.0,13.0,7.0,15.0,6.0,0,0,0,0,0,1,0,9000.0,15133.333333333334,3.0,3,416.1666666666667
30,1,24,5,4,7,5.0,8.0,10.0,5.0,9.0,6.0,0,1,0,1,0,0,1,6000.0,19900.0,2.0,4,547.25
11,1,34,3,4,6,5.0,8.0,2.0,1.0,9.0,5.0,0,1,0,0,0,1,0,10000.0,12300.0,3.0,3,338.25
44,1,29,3,4,6,5.0,8.0,12.0,5.0,4.0,5.0,0,0,0,0,0,0,1,5000.0,10333.333333333332,3.0,4,284.16666666666663
27,2,37,2,2,4,5.0,8.0,12.0,5.0,9.0,5.0,0,0,0,0,0,1,0,8000.0,10446.666666666668,3.0,3,287.28333333333336
16,1,53,3,2,1,5.0,1.0,13.0,5.0,15.0,6.0,0,0,0,0,0,1,0,6000.0,3600.0,1.0,3,99.0
28,1,24,5,1,5,5.0,8.0,11.0,5.0,11.0,5.0,0,0,0,0,0,0,1,1000.0,3010.0,3.0,4,82.775
28,1,31,3,4,5,5.0,2.0,4.0,5.0,11.0,5.0,0,0,0,1,0,1,0,3000.0,8330.0,2.0,3,229.075
39,1,37,3,4,7,5.0,2.0,5.0,5.0,5.0,5.0,0,0,0,0,0,1,0,3500.0,5500.0,1.0,3,151.25
25,2,16,4,1,8,5.0,8.0,12.0,7.0,14.0,5.0,0,0,0,0,0,0,0,100.0,14366.666666666666,4.0,6,395.0833333333333
29,1,40,2,4,4,5.0,8.0,11.0,5.0,10.0,5.0,1,0,0,0,0,1,0,23000.0,15806.666666666666,4.0,3,434.68333333333334
36,1,45,2,4,8,5.0,1.0,4.0,5.0,4.0,5.0,0,0,0,0,0,1,0,3000.0,5950.0,1.0,3,163.625
34,1,26,3,4,8,4.0,2.0,4.0,5.0,9.0,5.0,0,0,0,0,0,1,0,2000.0,18666.666666666668,1.0,3,513.3333333333334
3,1,49,9,1,2,5.0,8.0,11.0,3.0,14.0,3.0,0,0,0,0,1,1,0,12000.0,11000.0,5.0,3,302.5
6,1,21,5,4,3,5.0,8.0,11.0,7.0,14.0,5.0,0,0,0,0,0,0,0,3000.0,14300.0,4.0,5,393.25
10,1,18,3,1,6,2.0,1.0,2.0,5.0,9.0,8.0,0,0,0,0,0,0,0,200.0,4666.666666666666,1.0,5,128.33333333333331
43,1,61,3,4,7,5.0,8.0,4.0,5.0,13.0,5.0,0,0,0,1,0,1,0,,16600.0,2.0,1,456.5
31,2,27,7,1,1,5.0,8.0,11.0,3.0,10.0,4.0,0,0,0,0,0,0,0,30000.0,13200.0,5.0,5,363.0
10,1,20,1,1,8,2.0,1.0,15.0,5.0,4.0,8.0,0,0,0,1,0,0,0,2000.0,7143.333333333333,1.0,1,196.44166666666666
12,1,36,3,1,2,5.0,8.0,11.0,5.0,11.0,5.0,0,0,0,0,1,0,0,13000.0,3300.0,3.0,2,90.75
47,1,39,5,4,5,8.0,8.0,11.0,3.0,11.0,1.0,0,0,0,0,0,1,0,12000.0,19216.666666666668,5.0,3,528.4583333333334
3,2,52,2,1,3,8.0,7.0,12.0,3.0,14.0,4.0,0,0,0,0,0,0,1,20000.0,15250.0,5.0,4,419.375
10,2,25,9,1,3,5.0,8.0,11.0,3.0,13.0,5.0,0,0,0,0,0,1,0,35000.0,9400.0,4.0,3,258.5
33,1,22,9,1,7,5.0,8.0,12.0,3.0,10.0,2.0,1,0,1,0,0,0,0,6000.0,39666.66666666667,5.0,5,1090.8333333333335
17,2,29,5,4,4,5.0,8.0,11.0,7.0,14.0,5.0,0,0,0,0,0,1,1,5000.0,19933.333333333336,4.0,4,548.1666666666667
47,1,17,4,1,5,11.0,5.0,12.0,3.0,10.0,4.0,1,0,1,0,0,0,0,,16893.333333333332,5.0,5,464.56666666666666
10,1,23,4,1,10,5.0,8.0,11.0,7.0,2.0,5.0,0,0,0,0,0,0,0,3000.0,5850.0,3.0,5,160.875
24,2,16,4,1,11,2.0,2.0,4.0,5.0,4.0,6.0,0,0,0,0,0,0,0,,4783.333333333333,1.0,6,131.54166666666666
44,2,49,3,3,6,5.0,8.0,5.0,5.0,3.0,6.0,0,0,0,1,0,0,0,5000.0,11900.0,2.0,1,327.25
6,1,32,2,4,1,5.0,7.0,11.0,5.0,10.0,2.0,0,0,0,0,0,1,0,10000.0,1800.0,4.0,3,49.5
16,1,73,2,4,2,5.0,8.0,13.0,5.0,9.0,6.0,0,0,0,0,0,0,0,2000.0,5200.0,3.0,5,143.0
15,1,69,1,4,2,5.0,1.0,13.0,5.0,4.0,5.0,0,0,0,1,0,0,0,2000.0,3400.0,2.0,1,93.5
16,1,46,4,3,1,5.0,8.0,12.0,5.0,9.0,5.0,0,0,0,0,0,1,0,8000.0,11316.666666666668,4.0,3,311.20833333333337
13,1,16,4,1,14,5.0,8.0,11.0,5.0,11.0,4.0,0,1,0,0,0,0,1,3000.0,34966.666666666664,3.0,5,961.5833333333333
39,2,19,4,1,3,5.0,2.0,4.0,5.0,5.0,5.0,0,0,0,0,0,1,0,4500.0,4250.0,2.0,3,116.875
12,1,39,7,4,3,5.0,8.0,12.0,3.0,10.0,2.0,0,0,0,1,0,0,0,40000.0,13683.333333333334,5.0,1,376.2916666666667
43,2,41,2,3,6,5.0,8.0,11.0,7.0,10.0,8.0,0,0,0,0,1,0,0,6000.0,40466.666666666664,3.0,2,1112.8333333333333
24,1,22,1,4,8,5.0,8.0,4.0,5.0,4.0,5.0,0,0,0,1,0,0,0,2000.0,4533.333333333333,2.0,1,124.66666666666666
45,2,23,4,4,4,5.0,1.0,4.0,5.0,4.0,6.0,0,0,0,0,1,0,0,3000.0,4050.0,1.0,2,111.375
27,1,35,7,4,6,5.0,8.0,11.0,7.0,11.0,5.0,0,0,0,0,0,1,0,3000.0,14240.0,4.0,3,391.6
35,1,34,7,4,4,5.0,7.0,12.0,3.0,10.0,1.0,1,0,0,0,1,0,0,20000.0,43000.0,5.0,2,1182.5
47,2,38,2,1,2,5.0,8.0,10.0,3.0,14.0,1.0,0,0,0,0,0,1,0,5000.0,7200.0,4.0,3,198.0
1,1,32,5,4,5,5.0,8.0,11.0,7.0,11.0,4.0,0,0,0,0,0,1,0,13000.0,4200.0,4.0,3,115.5
25,1,57,2,4,4,5.0,7.0,12.0,7.0,4.0,4.0,0,0,0,1,0,0,0,4000.0,22183.333333333332,5.0,1,610.0416666666666
40,1,50,1,4,5,5.0,2.0,4.0,5.0,8.0,5.0,0,0,0,0,0,0,0,,2510.0,1.0,6,69.025
29,1,45,3,4,4,5.0,1.0,4.0,5.0,4.0,5.0,0,0,0,1,0,1,0,1500.0,13550.0,1.0,1,372.625
21,1,41,5,4,4,5.0,8.0,12.0,3.0,10.0,2.0,0,0,0,0,0,0,1,10000.0,8783.333333333334,5.0,4,241.54166666666669
23,1,29,1,4,5,5.0,8.0,11.0,5.0,4.0,8.0,0,0,0,1,0,0,0,6000.0,1520.0,1.0,1,41.8
36,2,19,2,1,4,5.0,2.0,4.0,5.0,5.0,6.0,0,0,0,0,0,1,0,2500.0,713.3333333333334,1.0,3,19.616666666666667
46,1,45,9,4,1,5.0,8.0,13.0,3.0,11.0,4.0,0,0,0,0,1,0,0,25000.0,11150.0,4.0,2,306.625
15,1,31,9,4,5,5.0,8.0,11.0,5.0,4.0,5.0,0,1,0,0,1,0,0,40000.0,11500.0,4.0,2,316.25
6,2,65,1,4,6,5.0,1.0,4.0,5.0,7.0,6.0,0,0,0,1,0,0,0,3000.0,3716.666666666667,2.0,1,102.20833333333334
45,1,50,2,4,6,5.0,2.0,4.0,5.0,4.0,6.0,0,1,0,0,0,0,1,10000.0,2766.666666666667,2.0,4,76.08333333333334
38,2,70,1,3,1,5.0,8.0,4.0,5.0,4.0,6.0,0,0,0,0,0,0,0,1500.0,750.0,2.0,5,20.625
27,1,27,8,1,4,5.0,8.0,12.0,5.0,9.0,5.0,1,0,0,0,0,0,0,3000.0,28583.333333333332,3.0,5,786.0416666666666
44,2,54,2,3,5,5.0,1.0,5.0,5.0,3.0,5.0,0,0,0,0,0,0,1,3000.0,7133.333333333334,1.0,4,196.16666666666669
38,1,40,2,4,8,5.0,2.0,4.0,5.0,4.0,5.0,0,0,0,1,1,0,0,8000.0,9250.0,2.0,1,254.375
29,2,20,8,1,1,5.0,8.0,11.0,3.0,10.0,5.0,0,0,0,0,0,1,0,5000.0,10200.0,4.0,5,280.5
45,1,18,4,1,2,5.0,8.0,11.0,7.0,4.0,6.0,0,0,0,0,0,0,0,,7286.666666666666,3.0,6,200.38333333333333
28,1,37,3,4,1,5.0,8.0,11.0,7.0,4.0,5.0,0,0,0,1,0,0,1,1500.0,18516.666666666668,3.0,4,509.20833333333337
9,2,24,1,2,4,2.0,1.0,3.0,5.0,14.0,5.0,0,0,0,0,0,0,0,2500.0,3900.0,1.0,5,107.25
37,1,59,5,4,8,5.0,8.0,13.0,5.0,7.0,6.0,0,0,0,1,1,0,0,79000.0,21550.0,3.0,1,592.625
17,2,23,7,4,3,5.0,7.0,11.0,3.0,10.0,5.0,0,0,0,0,0,1,0,5000.0,21200.0,5.0,5,583.0
45,2,39,2,1,4,5.0,1.0,4.0,5.0,4.0,6.0,0,0,0,0,0,0,0,,5000.0,1.0,6,137.5
31,2,39,3,2,4,5.0,8.0,16.0,7.0,11.0,5.0,0,0,0,0,0,1,0,5000.0,12066.666666666666,4.0,3,331.8333333333333
44,1,58,5,4,4,5.0,8.0,11.0,5.0,4.0,6.0,0,0,0,0,1,0,0,20000.0,27566.666666666668,3.0,2,758.0833333333334
46,1,60,5,4,5,5.0,8.0,6.0,5.0,13.0,4.0,0,0,0,1,0,0,0,15000.0,15583.333333333334,3.0,1,428.5416666666667
8,1,37,1,4,8,2.0,3.0,3.0,5.0,15.0,8.0,0,0,0,0,0,0,0,5000.0,8000.0,1.0,6,220.0
10,1,65,2,4,1,5.0,7.0,12.0,7.0,13.0,5.0,0,0,0,0,0,1,0,15000.0,6050.0,4.0,3,166.375
42,1,32,7,4,6,5.0,8.0,11.0,7.0,15.0,6.0,0,0,0,0,0,0,1,5000.0,19066.666666666664,4.0,4,524.3333333333333
10,1,35,3,4,5,5.0,7.0,12.0,3.0,14.0,4.0,0,0,0,0,1,0,0,30000.0,12750.0,5.0,2,350.625
42,2,20,8,1,1,5.0,7.0,11.0,3.0,14.0,5.0,0,0,0,0,0,0,0,10000.0,16200.0,4.0,5,445.5
12,2,25,9,1,1,5.0,8.0,12.0,3.0,10.0,2.0,1,0,0,1,0,0,0,10000.0,15000.0,5.0,1,412.5
